title,location,coordinate
Book Coffee Shop,"12/75 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.027135, 105.812939"
Bánh Crepe - Hoàng Hoa Thám,"Ngõ 55 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.038154, 105.827114"
Bún Ngan Bà Cừ - Nguyễn Chí Thanh,"1B7 Ngõ 29 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028907, 105.812903"
Bà Vân - Bánh Cuốn Đặc Sản Cao Bằng,"107B1 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.021048, 105.814162"
Bún & Miến Gà - Giảng Võ,"Đối Diện 19 Ngõ 189 Giảng Võ, Quận Ba Đình, Hà Nội","21.025286, 105.822686"
Salades De Flora,"Tầng 2 Nhà 4 Ngõ 294 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0377178, 105.8130563"
Woala Fresh Taste - Shop Online,"6/30 Đội Nhân, Quận Ba Đình, Hà Nội","21.041191, 105.809802"
Bia Hơi Việt Pháp - Hàng Bún,"57 Hàng Bún, Quận Ba Đình, Hà Nội","21.040918, 105.844426"
"Bánh Mì, Xúc Xích & Trứng Ngải Cứu - Phạm Hồng Thái","42D Phạm Hồng Thái, Quận Ba Đình, Hà Nội","21.044467, 105.842961"
The Coffee Cart,"5A Hoàng Hoa Thám, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.03954, 105.828561"
TuTea - Trà Bí Đao - Hoàng Hoa Thám,"12 Hoàng Hoa Thám, Đường Nội Khu, Toà Sungrandcity, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.0400857, 105.8263258"
Tuyết Anh - Bánh Cuốn Nóng,"1 Ngõ 9 Đào Tấn, Quận Ba Đình, Hà Nội","21.032436, 105.808359"
Bếp Nhà Na - Chân Gà Các Món - Shop Online,"P312 Cầu Thang 3, E9 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022104, 105.813012"
Inaka - Ẩm Thực Nhật Bản,"75 Linh Lang, Quận Ba Đình, Hà Nội","21.03358866, 105.8099806"
Nướng Ngói & Lẩu Thái,"15 Hàng Bún, Quận Ba Đình, Hà Nội","21.043287, 105.845663"
TacoZone - Shop Online - Kim Mã,"283 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030603, 105.819138"
An Giang - Chè Ngon,"184 Dốc Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.039453, 105.828733"
Bún Đậu Mẹt Thủy Mít - C8 Thành Công,"104B - C8 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.023524, 105.814195"
Cháo Cá Bà Chính,"106 Quán Thánh, Quận Ba Đình, Hà Nội","21.04219511, 105.8435927"
Bảo Ngọc Akito Bakery,"85 Kim Mã, Quận Ba Đình, Hà Nội","21.03179991, 105.8260742"
Hiển Trang - Phở Bò,"1 Ngõ 14 Huỳnh Thúc Kháng, P. Thành Công, Quận Ba Đình, Hà Nội","21.018741, 105.811567"
BanBun - Chuyên Bún Trộn Nam Bộ,"3 E2B KTT. Thành Công, Quận Ba Đình, Hà Nội","21.020929, 105.815799"
Bún Đậu Phố Cổ - Đội Cấn,"9D Ngõ 218 Đội Cấn (Cạnh Trường THCS Thống Nhất), P. Liễu Giai, Quận Ba Đình, Hà Nội","21.033458, 105.8202579"
Chef Quyet - Lẩu 5 Sao Tại Nhà - Thụy Khuê,"19B Thụy Khuê, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0415261, 105.8295114"
Lẩu 88 - Lẩu Các Loại,"269 Kim Mã, Quận Ba Đình, Hà Nội","21.0307406, 105.8198954"
Phở Huyền - Châu Long,"31 Châu Long, Quận Ba Đình, Hà Nội","21.04487, 105.842387"
Couchsurfing Café,"103A/2 TT. Viện Mac Lenin, Ngõ 84 Ngọc Khánh (Nguyễn Công Hoan), Quận Ba Đình, Hà Nội","21.026947, 105.816139"
Kiroku Japanese Restaurant,"36/1 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.026583, 105.810607"
Xiên Chiên & Mì Trộn - Giang Văn Minh,"Cổng Trường THCS Nguyễn Trãi, Giang Văn Minh, Quận Ba Đình, Hà Nội","21.030176, 105.827084"
Quán 4 Cột Điện - Trần Huy Liệu,"101C7 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027507, 105.822176"
Hải Sản Gia Đình - Trấn Vũ,"94 Trấn Vũ, Quận Ba Đình, Hà Nội","21.043371, 105.839989"
Meet Fresh - Lotte Đào Tấn,"Tầng 3, Lotte Center, 54 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.031758, 105.812252"
"Hiền - Bún Cá, Bún Ốc, Bún Riêu","349 Đội Cấn, Quận Ba Đình, Hà Nội","21.0368801, 105.815563"
Hương - Bún Dọc Mùng,"194 Quán Thánh, Quận Ba Đình, Hà Nội","21.0428028, 105.836964"
Hoà Đen - Bánh Giò Nóng,"B7B TT Thành Công, Quận Ba Đình, Hà Nội","21.022392, 105.815695"
Hải Hà Kotobuki Bakery - Ông Ích Khiêm,"6 Ông Ích Khiêm, Quận Ba Đình, Hà Nội","21.033978, 105.833445"
Tiny Cafe - Đội Cấn,"10 Ngõ 154 Đội Cấn, Quận Ba Đình, Hà Nội","21.034527, 105.825853"
Chérie - Healthy Food & Salad - Shop Online,"24 Ngách 35 Ngõ 462 Đường Bưởi, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.043052, 105.806823"
Bếp Tâm An - Cơm Văn Phòng Cao Cấp & Ăn Vặt Online,"6 Ngách 82/96, Ngõ 166 Kim Mã (Cạnh Nhà Nghỉ Thuỳ Linh), P. Kim Mã, Quận Ba Đình, Hà Nội","21.03239, 105.825416"
Bếp Cá Cơm - Bánh Ngọt Online,"6 Ngách 96 Ngõ 444 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.036413, 105.809478"
GEN GOLD - Nhà Hàng Nhật Bản - Hanoi Aqua Central,"Tầng 1 Hanoi Aqua Central, 44 Yên Phụ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.044664, 105.845431"
Tokyo Deli Express - Sushi - Giảng Võ,"Tầng 2 Tháp A, Tòa Nhà D2, Giảng Võ, Quận Ba Đình, Hà Nội","21.0263199, 105.822907"
Ốc Thị Nở - Phạm Huy Thông,"52 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.029214, 105.811391"
Bông Ben - Ốc Luộc & Ngao Hấp - Đội Cấn,"140 Đội Cấn, Quận Ba Đình, Hà Nội","21.034826, 105.82642"
Chân Gà Sả Ớt Ba Đình - Shop Online,"Cuối Ngõ 463 Đội Cấn, Quận Ba Đình, Hà Nội","21.039288, 105.808669"
Măm Măm Steak - Giảng Võ,"299 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02431, 105.820844"
Bụp Nướng,"42 Ngõ 6 Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.044538, 105.808613"
Asap - Good Food Is Good Mood - Kim Mã,"290 Kim Mã, Quận Ba Đình, Hà Nội","21.03161, 105.822473"
Thạch Dừa Xiêm & Kem Trái Dừa - Văn Cao,"129 Văn Cao, Quận Ba Đình, Hà Nội","21.037856, 105.815398"
Foodfest - Botanica Giảng Võ - Nowfood x Coca,"116 D4 Giảng Võ , Quận Ba Đình, Hà Nội","21.02604, 105.822366"
B3 Food - Lẩu Hải Sản,"120C8 TT Giảng Võ, Quận Ba Đình, Hà Nội","21.024808, 105.820869"
Hải Hà Kotobuki Bakery - Đội Cấn,"114 Đội Cấn, Quận Ba Đình, Hà Nội","21.0343845, 105.8278629"
Crepe Cake - Thành Công,"101 C9 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022357, 105.813209"
Thủy Xù - Quán Ăn Vặt,"101C9 Thành Công, Quận Ba Đình, Hà Nội","21.023334, 105.814006"
Cơm Quê Chị Béo - Kim Mã,"199/82 Ngõ 290 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0332903, 105.8226729"
Teppi Crepe,"13 Ngõ 9 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.032279, 105.80793"
Bụi Thuỷ - Bún Đậu Mẹt & Bún Chả,"26 Ngõ 155 An Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.0314503, 105.7849302"
Alley Garden - Nguyễn Chí Thanh,"41 Nguyễn Chí Thanh, Ngọc Khánh, Quận Ba Đình, Hà Nội","21.026658, 105.812112"
Havana Cafe - Trúc Bạch,"1 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0494024, 105.839188"
Ven Hồ - Lẩu & Các Món Nhậu,"107 B1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029408, 105.820335"
Tiên Tửu Quán - Món Ăn Dân Tộc,"7 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.04272269, 105.8401719"
Vitamin Store - Fresh Fruit Juices & Salads,"204D Đội Cấn, Quận Ba Đình, Hà Nội","21.035, 105.824497"
Royaltea - Đội Cấn,"12 Ngõ 279 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035814, 105.820427"
Mì Vằn Thắn & Sủi Cảo - Trần Huy Liệu,"101 C5 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.026802, 105.822634"
Nhã Anh Food Shop,"19 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.043244, 105.845633"
Bún Thang Tường An - Đội Cấn,"8 Ngõ 135/35 Đội Cấn, Quận Ba Đình, Hà Nội","21.035581, 105.82785"
Bà Xã Đậu Hũ - Đội Cấn,"25 Ngõ 79 Đội Cấn, Quận Ba Đình, Hà Nội","21.0345747, 105.8304361"
"Long Béo - Bún, Miến & Bánh Đa Cá","18 Ngõ 12 Núi Trúc, Quận Ba Đình, Hà Nội","21.02892552, 105.8233115"
Juicy Garden - Nước Ép - Nguyễn Biểu,"8 Nguyễn Biểu, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0423103, 105.839958"
Văn Hóa - Phở Bò Gia Truyền,"21 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030734, 105.822081"
Zòn - Bánh Mì - Cửa Bắc,"22 Cửa Bắc, Quận Ba Đình, Hà Nội","21.0451159, 105.8431629"
風鈴カフェ - Fuurin Cafe - Phan Kế Bính,"36 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0347907, 105.8111538"
"Bếp Mẹ Boy - Bún Riêu, Bánh Đa Cua & Bánh Mì Online","106 D7 Ngõ 9 Nguyên Hồng, P. Thành Công, Quận Ba Đình, Hà Nội","21.023432, 105.812278"
Super Coffee,"10 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034124, 105.812363"
Bánh Tai Gia Truyền Bà Bách - Shop Online,"2 Ngõ 567 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.046326, 105.810756"
Cháo 98 Bà Lý,"98 Ngõ 9 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.032693, 105.8063"
Phở Hào - Phở Gà Ta Đặc Biệt,"63 Văn Cao, Quận Ba Đình, Hà Nội","21.04050472, 105.8162872"
Nhiên - Fresh & More,"152A Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.032207, 105.830185"
My Beef - Beefsteak & Lẩu Các Món,"32 Ngõ 50 Châu Long, Quận Ba Đình, Hà Nội","21.044224, 105.841899"
Family Juice - Sinh Tố & Nước Ép Trái Cây Tươi Nguyên Chất,"16C Lê Duẩn, P. Điện Biên, Quận Ba Đình, Hà Nội","21.029064, 105.841617"
Bún Chả Nem Rán - 250 Đội Cấn,"250 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035471, 105.818083"
Yuha - Món Ngon Hàn Quốc - Ngọc Khánh,"Số 2, Ngách 2/84 Ngọc Khánh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0270853, 105.8167961"
Crépe Cake - Cửa Bắc,"96 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.041292, 105.84228"
Gia Duy - Cơm Tấm Sườn & Gà,"113 D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0272409, 105.8221636"
Nhà Hàng Bò Kobe,"15 Phan Kế Bính Kéo Dài, Quận Ba Đình, Hà Nội","21.036267, 105.808166"
Sifud - Lẩu Thái & Hải Sản,"269 Kim Mã, Quận Ba Đình, Hà Nội","21.030978, 105.821186"
Lẩu Nướng 168,"502 Toà E3 Khu 7.2Ha, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.043474, 105.808691"
Chè Thật - Hàng Bún,"6 Hàng Bún, Quận Ba Đình, Hà Nội","21.041699, 105.845581"
Mon Cat Coffee,"12 Ngõ Núi Trúc , Quận Ba Đình, Hà Nội","21.030246, 105.822963"
"Bánh Cuốn Nóng, Gà Tần & Bún Chả - Ngọc Hà","78 Ngọc Hà, Quận Ba Đình, Hà Nội","21.0358011, 105.8311953"
Lẩu Nướng Khang,"101B3 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.0304692, 105.8198769"
Bún Riêu & Mì Vằn Thắn - Thành Công,"Sân A7 Thành Công, Quận Ba Đình, Hà Nội","21.02022301, 105.816499"
Lẩu Thái Tomyum Bạch Tuộc Nhúng Dấm - Hàng Bún,"40 Hàng Bún, Quận Ba Đình, Hà Nội","21.042061, 105.844953"
Ăn Vặt Khu Phố Châu Long,"Châu Long, Quận Ba Đình, Hà Nội","21.044249, 105.84236"
"Phở, Bún & Miến Các Loại - Nguyễn Trường Tộ","50 Nguyễn Trường Tộ, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.043155, 105.843615"
Xôi Vân Anh,"184 Quán Thánh, Quận Ba Đình, Hà Nội","21.04286319, 105.8390658"
"Ngọc Châm Quán - Ốc Ngao, Nem Chua & Mực Nướng","104 D8, TT. Bắc Thành Công, Quận Ba Đình, Hà Nội","21.0229719, 105.8119628"
Phở Thìn - Lê Trực,"8 Lê Trực, Quận Ba Đình, Hà Nội","21.032161, 105.833085"
Cơm Lữ Bố - Cơm Văn Phòng - Hoàng Hoa Thám,"153 Ngõ 173 Hoàng Hoa Thám, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.0370816, 105.8236953"
Bếp Son - Cơm Văn Phòng & Bún Hải Sản - Giảng Võ,"134 Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội","21.029273, 105.826653"
Cô Nhàn - Cháo Lòng & Bún Đậu Lòng Rán,"Ngõ 285 Đội Cấn, Quận Ba Đình, Hà Nội","21.036094, 105.818642"
Bún Chả & Nem Rán - Đê La Thành,"849 Đê La Thành, Quận Ba Đình, Hà Nội","21.02536352, 105.8109127"
Em Mumo - Cháo Sườn Ngon & Ăn Vặt - Ngọc Hà,"14 Ngách 5, Ngõ 158 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.037437, 105.829567"
Hải Sản Bích Liên,"36 Ngõ 12 Nghĩa Dũng, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.048063, 105.844309"
Royaltea - Giảng Võ,"126A Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội","21.029622, 105.827092"
Vịt HongKong Phạm Ký - Quán Thánh,"2 Quán Thánh, Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.0404003, 105.8472202"
Pilsner Urquell Original - Bia tươi CH Czech,"10 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.041059, 105.840095"
Mùa Beers,"9 Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.029767, 105.840581"
Bún Chả & Nem Rán 341,"341 Đội Cấn, Quận Ba Đình, Hà Nội","21.0378591, 105.8122955"
Phổ Linh Trà - Nguyễn Thái Học,"66E Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030413, 105.836225"
Tiệm Ăn Vặt Bếp Mẹ Bo - Cửa Bắc - Shop Online,"Ngõ 41 Cửa Bắc, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0436875, 105.8430104"
NeMin Juice - Nước Ép & Cafe - Linh Lang,"35 Ngõ 81 Phố Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0332037, 105.8109796"
Map Coffee,"172 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.04281, 105.839755"
Phở Kao - Phở Gà Ta - Lê Hồng Phong,"1B Lê Hồng Phong, Quận Ba Đình, Hà Nội","21.033373, 105.837941"
Busstop Coffee & Cakes - Thành Công,"121 B1 Thành Công, Quận Ba Đình, Hà Nội","21.02064253, 105.8152559"
Sóng Sánh Cafe,"48 Ngọc Hà, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.03561, 105.831246"
"Hana - Tea, Book & Wagashi","37 Ngõ 12 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03352196, 105.8093468"
Bống Bông - Bánh Gối & Há Cảo,"D5 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0266, 105.82132"
SHQ Coffee & Food - Thành Công,"Số 2 H1 Tập Thể Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.0197934, 105.8166667"
Bằng Lăng Cafe - Cá Lăng 7 Món,"58 Đào Tấn, Quận Ba Đình, Hà Nội","21.034041, 105.805761"
CHIÊNG - Ẩm Thực Á Âu,"42 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.028406, 105.810886"
Home Hanoi Restaurant - Châu Long,"34 Châu Long, Quận Ba Đình, Hà Nội","21.0430056, 105.8419083"
Totoya - Ẩm Thực Nhật,"509 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.029983, 105.812175"
Unochy - Food & Drinks - Phó Đức Chính,"Số 1 Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0495287, 105.8399081"
Chè Ngon Hà Nội Mẹ Nấu - Shop Online,"14B Ngách 7 Ngõ 58 Đào Tấn, Quận Ba Đình, Hà Nội","21.033491, 105.807638"
Cơm Tấm Chợ Lớn & 2F Cà Phê,"16 Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội","21.018834, 105.810503"
Bún Đậu Mẹt - Nguyễn Trung Trực,"18 Nguyễn Trung Trực, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.041019, 105.848098"
Trần Gia - Buffet Lẩu & Cơm Bát Đá,"86 Phan Kế Bính Kéo Dài, Quận Ba Đình, Hà Nội","21.035138, 105.809927"
Cường Phấn - Phở Bò Gà,"Kiot 16 Núi Trúc, Quận Ba Đình, Hà Nội","21.0286846, 105.8239004"
Phở Tâm - Phở Bắp Bò,"767 Đê La Thành, P. Thành Công, Quận Ba Đình, Hà Nội","21.0242478, 105.8139895"
Quả Đất Tròn Cafe - Linh Lang,"2 Ngõ Phố 62 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034935, 105.810211"
Cơm Bình Dân - Thành Công,"108 E2 Thành Công, Quận Ba Đình, Hà Nội","21.02232001, 105.8140348"
"Nga Chiến - Bún Sườn, Bún Mọc & Bún Ngan","62 Hàng Đậu, Quận Ba Đình, Hà Nội","21.040072, 105.847857"
Lẩu Dzung - Bò Nầm Nướng & Món Thái,"38 Hàng Bún, P. Nguyễn Trung Trực,, Quận Ba Đình, Hà Nội","21.0419295, 105.8450294"
Quán Ăn Khánh An - Món Ăn Đà Nẵng,"1B - 4B Thành Công (Gần Trung Tâm Y Tế Thành Công), P. Thành Công, Quận Ba Đình, Hà Nội","21.02193, 105.815487"
Bà Thanh - Bún Cá & Bún Bò Huế,"34 Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028377, 105.817429"
"Trà Phong - Trà Hoa Quả, Trà Chanh & Trà Sữa","P101 G5 Tập Thể Thành Công, Nguyên Hồng, P. Thành Công, Quận Ba Đình, Hà Nội","21.020333, 105.812083"
Trọng Thủy - Bánh Cuốn Gia Truyền,"21 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.04191223, 105.8402138"
King BBQ - Vua Nướng Hàn Quốc - Nguyễn Chí Thanh,"Tầng 1, Tòa M3 - M4, 91 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.0207318, 105.8081102"
Fuji - Ẩm Thực Nhật Bản,"5 Ông Ích Khiêm, Quận Ba Đình, Hà Nội","21.03381022, 105.8336632"
Tít Lẩu - Lẩu Thái Tôm Yum & Lẩu Riêu Sườn Sụn,"41 Phạm Hồng Thái, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0437869, 105.8443223"
Lẩu Hưng Phong,"80 Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0477841, 105.842032"
Hương Giang - Bún Hải Sản & Bún Cá Cay Hải Phòng,"30 Giang Văn Minh, P. Kim Mã, Quận Ba Đình, Hà Nội","21.03297593, 105.8270901"
Phở Mai - Thành Công,"113B 2A Thành Công, Quận Ba Đình, Hà Nội","21.021696, 105.814106"
Nhà Hàng Nhật Matsu - Kim Mã,"637 Kim Mã, Quận Ba Đình, Hà Nội","21.029232, 105.808017"
Nhà Hàng Sơn Cầm - Dê Ré & Chim Trời,"23 - 25 Văn Cao, Quận Ba Đình, Hà Nội","21.041624, 105.816718"
Vịt Cỏ Trường Huân - Đê La Thành,"471 Đê La Thành, P. Thành Công, Quận Ba Đình, Hà Nội","21.02353932, 105.8185871"
Tiệm Dấu Nắng - Cơm Gà - Điện Biên Phủ,"11 Ngách 28/38 Khu 28B Điện Biên Phủ, P. Điện Biên, Quận Ba Đình, Hà Nội","21.03264, 105.839665"
Bánh Trung Thu Sis' Cake - Shop Online,"5B Hoè Nhai, Quận Ba Đình, Hà Nội","21.041539, 105.8468709"
Bún Chả 64 - Bún Chả - Phó Đức Chính,"64 Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.048823, 105.841268"
Kadi Cafe,"46 Yên Phụ, Quận Ba Đình, Hà Nội","21.043073, 105.847633"
MORI - Nước Ép Trái Cây,"27 Ngõ 12B Lý Nam Đế, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.038487, 105.845031"
Dừa Xiêm Bến Tre,"32 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.0253794, 105.8113048"
Bún Mọc Bác Nga,"Ngõ 195 Đội Cấn, Quận Ba Đình, Hà Nội","21.03524002, 105.8233783"
Cabine Cafeteria - Đội Cấn,"138 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034844, 105.82529"
GYU TEI Japanese BBQ - Lẩu & Nướng Nhật Bản,"74 Linh Lang, Quận Ba Đình, Hà Nội","21.03429027, 105.8100701"
Lẩu Hương Thảo - Phùng Hưng,"27C Phùng Hưng, Quận Ba Đình, Hà Nội","21.03804888, 105.8466598"
Cơm Ngũ Vị - Shop Online - Đê La Thành,"12 Ngõ 929 Đê La Thành, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.026807, 105.808369"
Sữa Chua Trân Châu & Đồ Uống Healthy - Interbeso,"37A Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.0270713, 105.8122766"
Angel In Us Coffee Tầng 9 - Lotte Center,"Tầng 9, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.03148227, 105.8131171"
1857 Coffee,"P105 TT. V2 Ngõ 1142 La Thành (Ngõ 649 Kim Mã), P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028912, 105.806773"
Bánh Pía Sầu Riêng Sóc Trăng - Shop Online,"195C Đội Cấn, Quận Ba Đình, Hà Nội","21.0277644, 105.8341598"
Deli - Ship Đồ Ăn Tận Nhà,"3 Ngách 91/40 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.02000315, 105.810214"
Bún Chả Nem - Thành Công,"Đối Diện 104/105 H1 Thành Công, Quận Ba Đình, Hà Nội","21.0231146, 105.8130531"
Hưng Béo - Lẩu & Món Ngon,"67 Phó Đức Chính, Quận Ba Đình, Hà Nội","21.04799463, 105.8420407"
Olaf Coffee - Trúc Bạch,"24 Cửa Bắc, Trúc Bạch, Quận Ba Đình, Hà Nội","21.04494689, 105.8431529"
Loanchan Bakery - Tiệm Bánh Online,"5 Ngõ 174 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034462, 105.823983"
Easy Bread - Tươi Ngon Mỗi Ngày - Shop Online,"29 Vạn Bảo, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.034649, 105.817546"
Trung Nguyên Coffee - Phạm Huy Thông,"1A Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.026299, 105.811527"
Bánh Cuốn Nóng Cô Hương - Ngọc Hà,"10C Ngọc Hà, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.033577, 105.83129"
Nhận Hải - Phở Các Loại,"153C Đội Cấn, Quận Ba Đình, Hà Nội","21.03495494, 105.8265845"
Bánh Rán & Cháo Quẩy - H6 Thành Công,"107 H6 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.020657, 105.816845"
Sawadee - Lẩu - 27 Nguyễn Khắc Nhu,"27 Nguyễn Khắc Nhu, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.0440509, 105.8457198"
Odenya Nana Chan - Ẩm Thực Nhật Bản,"49 Linh Lang, Quận Ba Đình, Hà Nội","21.03275155, 105.8097775"
Container Beer - Cơm Tấm,"56 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0332303, 105.8078356"
Huyền Trang - Bánh Xèo & Nem Lụi,"56A Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.032937, 105.807869"
Nhà Hàng Gà 18 - Ngọc Khánh,"34 Ngọc Khánh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.029502, 105.81716"
Huệ Anh - Bún Chả,"60 Tân Ấp, Quận Ba Đình, Hà Nội","21.047469, 105.846742"
Le Xoong - Natural Cuisine Food - Shop Online,"50 Ngõ 55 Hoàng Hoa Thám, P . Ngọc Hà, Quận Ba Đình, Hà Nội","21.0385345, 105.8269007"
Bánh Cuốn Hải Phòng - Đội Cấn,"Ngõ 279 Đội Cấn, Quận Ba Đình, Hà Nội","21.036177, 105.820385"
GoodFood - Kem Hàn Quốc Online,"273 Đội Cấn, Quận Ba Đình, Hà Nội","21.03534, 105.821012"
Bún Bò Huế - Nguyễn Chí Thanh,"19 Ngõ 91 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.020111, 105.810015"
Mi Nhon - Ăn Vặt - Đê La Thành,"10 Ngõ 612 Đê La Thành, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0239675, 105.8181083"
Moon Coffee & Juice,"10 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030295, 105.822413"
Cooking Master - Đồ Ăn Vặt - Shop Online,"161 Ngõ 158 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.0373998, 105.8295735"
Café Tart Hanoi,"Vincom Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.031077, 105.813433"
Times Cafe - Vinhomes Metropolis,"Tầng 1 M1, Vinhomes Metropolis Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.032101, 105.815139"
No 9 Coffee & Tea,"9 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0299005, 105.8129983"
